market,candidate,period,evidence_type,months,active_annualized_return,relative_annualized_return,active_sharpe,active_newey_west_t,active_hit_rate,active_max_drawdown,mean_one_way_turnover,net_active_ann_at_10bps,full_sample_mean_ic,full_sample_top_bottom_ann
EU,baseline_50_core_50,full_period,canonical_exact_sector_tilt,194,0.008800862132652076,0.008907815155502208,0.5004235763427572,2.4494230059581192,0.5721649484536082,-0.02860785906280372,0.11250164923448548,0.0074508423418382505,0.044286694322847334,0.06355157540448864
EU,rotation_12m_two_sleeve,discovery_2010_2017,canonical_exact_sector_tilt,96,0.010804043251201989,0.010738828052696547,0.7074616100431774,2.4198288865863127,0.5833333333333334,-0.01713185031100828,0.10755609693359637,0.009513370087998832,0.018202867575028946,0.06417515269784069
EU,rotation_12m_two_sleeve,validation_2018_2021,canonical_exact_sector_tilt,48,0.0007059237391702222,0.001168898816203523,0.0551775812577112,0.12899343867677335,0.4166666666666667,-0.024162163325398223,0.10755609693359637,-0.0005847494240329343,0.018202867575028946,0.06417515269784069
EU,rotation_12m_two_sleeve,holdout_2022_latest,canonical_exact_sector_tilt,53,0.008804966079925647,0.008724734572133297,0.42789280458432166,1.0960421993262985,0.6226415094339622,-0.02729106351223609,0.10755609693359637,0.00751429291672249,0.018202867575028946,0.06417515269784069
EU,rotation_12m_two_sleeve,recent_2024_latest,canonical_exact_sector_tilt,29,0.0012959261453475701,0.0013831016101901739,0.06869882161532109,0.15274940704210224,0.5172413793103449,-0.02729106351223609,0.10755609693359637,5.252982144413618e-06,0.018202867575028946,0.06417515269784069
EU,rotation_12m_two_sleeve,full_period,canonical_exact_sector_tilt,197,0.007797340441600742,0.007857670566846275,0.46889708786040757,2.255930127910742,0.5532994923857868,-0.03166912275448064,0.10755609693359637,0.006506667278397585,0.018202867575028946,0.06417515269784069
EU,rotation_24m_two_sleeve,discovery_2010_2017,canonical_exact_sector_tilt,96,0.007183869708922819,0.007216986706230166,0.45265025825323035,1.6460286053761628,0.5625,-0.01879697684166337,0.10405138122926769,0.005935253134171607,0.02641375011131891,0.06763771456135026
EU,rotation_24m_two_sleeve,validation_2018_2021,canonical_exact_sector_tilt,48,0.006294369654426202,0.006714278858015232,0.42178259564569726,1.0160990408117228,0.4791666666666667,-0.013765503691801073,0.10405138122926769,0.00504575307967499,0.02641375011131891,0.06763771456135026
EU,rotation_24m_two_sleeve,holdout_2022_latest,canonical_exact_sector_tilt,53,0.013117824666630806,0.013047645962333654,0.6355476742159675,1.6364900577747747,0.6037735849056604,-0.02729106351223609,0.10405138122926769,0.011869208091879593,0.02641375011131891,0.06763771456135026
EU,rotation_24m_two_sleeve,recent_2024_latest,canonical_exact_sector_tilt,29,0.00913321315773552,0.00923999870626413,0.41871501549197854,0.8857030104126504,0.4827586206896552,-0.02729106351223609,0.10405138122926769,0.007884596582984307,0.02641375011131891,0.06763771456135026
EU,rotation_24m_two_sleeve,full_period,canonical_exact_sector_tilt,197,0.008559742171718732,0.00865963269981207,0.5035616148057324,2.5179466951937437,0.5532994923857868,-0.02729106351223609,0.10405138122926769,0.00731112559696752,0.02641375011131891,0.06763771456135026
EU,rotation_12m_three_sleeve,discovery_2010_2017,canonical_exact_sector_tilt,96,0.011008765031413237,0.010948762521274302,0.7216090838247808,2.489702399416027,0.59375,-0.015704879226761448,0.10757736360752129,0.009717836668122981,0.02462374209635764,0.05925407538978211
EU,rotation_12m_three_sleeve,validation_2018_2021,canonical_exact_sector_tilt,48,0.004632350802575846,0.0050885471262882565,0.28310573712095777,0.5973158035217275,0.5208333333333334,-0.027020252209216444,0.10757736360752129,0.0033414224392855907,0.02462374209635764,0.05925407538978211
EU,rotation_12m_three_sleeve,holdout_2022_latest,canonical_exact_sector_tilt,53,0.0059407972993605895,0.005780095302119426,0.2845136417467691,0.7677375761515915,0.6037735849056604,-0.02729106351223609,0.10757736360752129,0.004649868936070334,0.02462374209635764,0.05925407538978211
EU,rotation_12m_three_sleeve,recent_2024_latest,canonical_exact_sector_tilt,29,0.0012959261453475701,0.0013831016101901739,0.06869882161532109,0.15274940704210224,0.5172413793103449,-0.02729106351223609,0.10757736360752129,4.9977820573145985e-06,0.02462374209635764,0.05925407538978211
EU,rotation_12m_three_sleeve,full_period,canonical_exact_sector_tilt,197,0.008087537090674335,0.008126562797388548,0.4688166387286241,2.2585696365119423,0.5786802030456852,-0.03293975440922248,0.10757736360752129,0.006796608727384079,0.02462374209635764,0.05925407538978211
US,baseline_raw,discovery_2010_2017,canonical_exact_sector_tilt,96,0.005305932397693391,0.005101102864585982,0.4887153576409976,1.6564668999743783,0.5625,-0.020696537877401,0.08306810850398116,0.004309115095645617,0.03918621950516781,0.07611680420767697
