Date,common_rows,mean_diff,median_abs_diff,p75_abs_diff,p90_abs_diff,p95_abs_diff,max_abs_diff,abs_diff_ge_2,abs_diff_ge_3,abs_diff_ge_4,abs_diff_ge_5,abs_decile_diff_ge_5,pearson_corr,spearman_corr
2026-04-30,1168,0.007554548661239397,1.4787951683145013,2.9052595894781614,4.572713892646336,5.554288047316383,8.88888888888889,457,280,160,86,126,0.58977857776377,0.5910615998801454
2026-05-31,1144,0.0428072425225424,1.4789496527777777,2.9183380383403357,4.265027573529412,5.475043444753383,9.338033536585366,463,273,144,77,110,0.5967130406609719,0.5976336468405902
2026-06-30,1144,0.004762234793866113,1.248697916666666,2.5,3.9662971565315317,5.169393184267241,8.801448170731707,379,206,113,71,84,0.6608352574591864,0.6624941954132532
