Date,Company SEDOL,return,abs_return,severity,reason,review_status,suggested_action,reviewer,review_notes,approved_action,corrected_return
2024-07-17,R3Q0GG-R,168883.984375,168883.984375,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2025-04-21,P52239-R,59226.7265625,59226.7265625,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2025-07-24,PXN7MH-R,29916.138671875,29916.138671875,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2024-09-09,HWYM1P-R,18880.587890625,18880.587890625,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2025-08-19,XN4WDM-R,14988.71875,14988.71875,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2024-08-21,HWYM1P-R,10085.384765625,10085.384765625,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2024-08-13,T7HRLL-R,9976.6376953125,9976.6376953125,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2025-11-26,XNQCR0-R,9975.2725,9975.2725,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2025-09-22,VW1H7G-R,4993.0537109375,4993.0537109375,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2023-11-15,T7HRLL-R,4986.115234375,4986.115234375,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2025-09-26,VW1H7G-R,4892.50439453125,4892.50439453125,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2025-11-10,T4332F-R,3005.755,3005.755,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2025-11-25,J6L6Y9-R,2990.4378,2990.4378,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2024-04-12,R3Q0GG-R,2617.343505859375,2617.343505859375,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2025-10-10,J6L6Y9-R,1999.2591552734375,1999.2591552734375,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2025-10-20,VW1H7G-R,1801.085205078125,1801.085205078125,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2024-08-23,LG0DHY-R,1490.54638671875,1490.54638671875,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2025-01-28,JXR980-R,1006.1466674804688,1006.1466674804688,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2025-07-10,J6L6Y9-R,1001.9965209960938,1001.9965209960938,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2025-01-23,JXR980-R,1001.1159057617188,1001.1159057617188,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2019-04-10,BBD288-R,1000.9555053710938,1000.9555053710938,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2025-10-31,K80C6V-R,1000.9061279296875,1000.9061279296875,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2024-11-01,T7HRLL-R,999.6912841796875,999.6912841796875,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2017-11-08,QR9H6P-R,998.2230834960938,998.2230834960938,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2025-11-28,PXN7MH-R,998.0523,998.0523,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2024-08-21,R3Q0GG-R,997.6519775390625,997.6519775390625,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2025-08-07,PXN7MH-R,899.309814453125,899.309814453125,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2024-07-31,R3Q0GG-R,846.2454223632812,846.2454223632812,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2015-10-28,WDK2F1-R,822.8444213867188,822.8444213867188,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2025-09-16,XN4WDM-R,693.4481811523438,693.4481811523438,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2021-10-05,GKYKWV-R,651.2394409179688,651.2394409179688,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2025-11-07,XNQCR0-R,557.40313,557.40313,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2015-12-23,WDK2F1-R,503.5024108886719,503.5024108886719,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2015-12-29,WDK2F1-R,502.5059814453125,502.5059814453125,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2025-02-06,H6ZV58-R,501.5073547363281,501.5073547363281,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2025-03-19,X32NYV-R,501.2984313964844,501.2984313964844,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2015-12-10,WDK2F1-R,500.6669006347656,500.6669006347656,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2025-03-10,X32NYV-R,500.49945068359375,500.49945068359375,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2016-01-14,WDK2F1-R,499.4613037109375,499.4613037109375,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2025-03-14,X32NYV-R,498.33319091796875,498.33319091796875,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2025-06-23,X32NYV-R,498.32794189453125,498.32794189453125,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2023-12-12,R3Q0GG-R,496.5367126464844,496.5367126464844,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2023-10-30,R3Q0GG-R,462.2266540527344,462.2266540527344,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2016-02-01,WDK2F1-R,445.98443603515625,445.98443603515625,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2025-06-26,X32NYV-R,445.6561584472656,445.6561584472656,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2025-07-24,X32NYV-R,437.7846984863281,437.7846984863281,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2025-08-15,X32NYV-R,427.1275939941406,427.1275939941406,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2025-08-12,X32NYV-R,426.731689453125,426.731689453125,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2024-12-19,LG0DHY-R,402.5841369628906,402.5841369628906,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2024-10-01,X32NYV-R,402.033447265625,402.033447265625,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2023-08-29,HWYM1P-R,398.1319580078125,398.1319580078125,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2025-08-18,PRCZJK-R,389.08203125,389.08203125,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2025-08-05,X32NYV-R,378.95074462890625,378.95074462890625,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2021-11-08,GGKD94-R,355.0797119140625,355.0797119140625,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2024-01-12,HN45T9-R,347.2327575683594,347.2327575683594,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2023-12-14,R3Q0GG-R,325.2878723144531,325.2878723144531,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2021-10-12,GKYKWV-R,324.91180419921875,324.91180419921875,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2023-12-29,R3Q0GG-R,300.60235595703125,300.60235595703125,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2025-09-24,H6ZV58-R,300.3411865234375,300.3411865234375,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2025-07-03,X32NYV-R,299.38287353515625,299.38287353515625,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2016-01-04,WDK2F1-R,250.85629272460938,250.85629272460938,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2016-01-12,WDK2F1-R,250.1479034423828,250.1479034423828,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2025-03-26,X32NYV-R,249.428955078125,249.428955078125,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2015-12-18,WDK2F1-R,249.25746154785156,249.25746154785156,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2025-04-03,X32NYV-R,243.1089324951172,243.1089324951172,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2025-09-02,PRCZJK-R,233.30364990234375,233.30364990234375,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2024-02-05,R3Q0GG-R,224.47181701660156,224.47181701660156,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2025-09-25,K80C6V-R,200.14759826660156,200.14759826660156,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2025-11-20,P52239-R,199.3644,199.3644,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2024-10-28,LG0DHY-R,199.24032592773438,199.24032592773438,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2024-09-26,VW1H7G-R,199.09852600097656,199.09852600097656,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2025-10-01,P52239-R,199.08514404296875,199.08514404296875,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2024-07-05,R3Q0GG-R,198.70436096191406,198.70436096191406,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2023-11-15,R3Q0GG-R,198.48460388183594,198.48460388183594,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2025-02-25,H6ZV58-R,198.44749450683594,198.44749450683594,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2021-06-08,T7HRLL-R,179.00738525390625,179.00738525390625,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2025-11-21,X32NYV-R,149.31951999999998,149.31951999999998,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2025-11-05,X32NYV-R,149.1698760986328,149.1698760986328,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2019-03-01,BBD288-R,148.993408203125,148.993408203125,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2025-10-23,X32NYV-R,148.96771240234375,148.96771240234375,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2025-02-14,MBLWWK-R,147.929443359375,147.929443359375,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2018-07-03,BBD288-R,138.48326110839844,138.48326110839844,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2016-01-19,WDK2F1-R,124.73409271240234,124.73409271240234,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2024-07-15,T7HRLL-R,118.91757202148438,118.91757202148438,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2025-06-03,VDT2VP-R,111.92462921142578,111.92462921142578,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2014-04-04,VMM07R-R,103.2941665649414,103.2941665649414,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2025-10-30,P52239-R,99.86476135253906,99.86476135253906,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2025-09-18,P52239-R,99.62840270996094,99.62840270996094,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2024-11-20,VW1H7G-R,99.6273422241211,99.6273422241211,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2025-06-06,X32NYV-R,99.60145568847656,99.60145568847656,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2025-03-13,T7HRLL-R,99.58940887451172,99.58940887451172,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2025-03-13,H6ZV58-R,99.58940887451172,99.58940887451172,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2025-03-13,W0KPN1-R,99.58940887451172,99.58940887451172,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2025-09-25,X32NYV-R,99.57379913330078,99.57379913330078,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2024-08-29,XG29QM-R,99.53746795654297,99.53746795654297,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2025-08-14,XNQCR0-R,99.50167846679688,99.50167846679688,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2025-01-10,X32NYV-R,99.48783111572266,99.48783111572266,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2025-10-07,LG0DHY-R,99.45011138916016,99.45011138916016,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2025-10-07,PXN7MH-R,99.45011138916016,99.45011138916016,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2025-10-21,T4332F-R,99.42655181884766,99.42655181884766,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2025-02-19,W0KPN1-R,99.41251373291016,99.41251373291016,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2025-07-08,P52239-R,99.38912200927734,99.38912200927734,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2025-05-27,K80C6V-R,99.3791275024414,99.3791275024414,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2025-06-03,H6ZV58-R,99.37744140625,99.37744140625,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2017-09-14,QR9H6P-R,99.37059783935547,99.37059783935547,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2025-10-08,X32NYV-R,99.37001037597656,99.37001037597656,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2025-04-15,H6ZV58-R,99.34867858886719,99.34867858886719,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2025-07-07,K80C6V-R,99.34075927734375,99.34075927734375,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2025-07-25,P52239-R,99.30689239501953,99.30689239501953,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2025-11-04,K80C6V-R,99.28279876708984,99.28279876708984,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2025-05-05,T4332F-R,99.26014709472656,99.26014709472656,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2025-09-04,K80C6V-R,99.24494934082031,99.24494934082031,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2025-08-25,J6L6Y9-R,99.23951721191406,99.23951721191406,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2025-11-10,P52239-R,99.22518,99.22518,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2024-10-21,VW1H7G-R,99.20767211914062,99.20767211914062,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2025-03-31,W0KPN1-R,99.19439697265625,99.19439697265625,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2025-10-31,PXN7MH-R,99.19061279296875,99.19061279296875,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2024-11-13,K4MV84-R,99.18887329101562,99.18887329101562,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2025-11-20,H6ZV58-R,99.1822,99.1822,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2025-10-13,X32NYV-R,99.16435241699219,99.16435241699219,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2025-06-18,X32NYV-R,99.1607437133789,99.1607437133789,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2025-06-18,H6ZV58-R,99.1607437133789,99.1607437133789,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2025-09-19,H6ZV58-R,99.1530990600586,99.1530990600586,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2025-11-03,XNQCR0-R,99.15184783935547,99.15184783935547,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2025-11-03,P52239-R,99.15184783935547,99.15184783935547,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2025-11-17,H6ZV58-R,99.12934,99.12934,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2025-11-05,PXN7MH-R,99.11325073242188,99.11325073242188,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2024-05-20,T7HRLL-R,99.10124206542969,99.10124206542969,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2024-12-06,X32NYV-R,99.09467315673828,99.09467315673828,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2025-08-20,X32NYV-R,99.08145141601562,99.08145141601562,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2025-05-09,H6ZV58-R,99.07984924316406,99.07984924316406,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2025-07-17,J6L6Y9-R,99.07766723632812,99.07766723632812,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2025-07-17,H6ZV58-R,99.07766723632812,99.07766723632812,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2024-11-01,VW1H7G-R,99.06912994384766,99.06912994384766,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2024-11-26,T7HRLL-R,99.06201171875,99.06201171875,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2024-11-26,XLCZT6-R,99.06201171875,99.06201171875,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2023-11-29,T7HRLL-R,99.05467224121094,99.05467224121094,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2025-08-07,X32NYV-R,99.03440856933594,99.03440856933594,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2025-10-10,K80C6V-R,99.0129623413086,99.0129623413086,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2025-09-12,T4332F-R,99.00852966308594,99.00852966308594,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2025-08-05,VW1H7G-R,98.9870376586914,98.9870376586914,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2025-05-30,X32NYV-R,98.98238372802734,98.98238372802734,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2025-08-19,K80C6V-R,98.93145751953125,98.93145751953125,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2024-11-29,XG29QM-R,98.91951751708984,98.91951751708984,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2025-02-26,W0KPN1-R,98.91909790039062,98.91909790039062,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2025-08-04,T4332F-R,98.91352844238281,98.91352844238281,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2025-11-28,P52239-R,98.90522000000001,98.90522000000001,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2022-05-04,T7HRLL-R,98.90519714355469,98.90519714355469,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2025-01-15,X32NYV-R,98.89325714111328,98.89325714111328,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2025-06-10,X32NYV-R,98.84684753417969,98.84684753417969,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2025-06-10,K80C6V-R,98.84684753417969,98.84684753417969,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2025-06-30,H6ZV58-R,98.82534790039062,98.82534790039062,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2025-01-22,X32NYV-R,98.8176498413086,98.8176498413086,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2025-07-09,H6ZV58-R,98.80795288085938,98.80795288085938,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2025-10-28,J6L6Y9-R,98.8027114868164,98.8027114868164,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2025-10-28,X32NYV-R,98.8027114868164,98.8027114868164,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2025-09-23,K80C6V-R,98.79653930664062,98.79653930664062,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2024-10-24,VW1H7G-R,98.79161834716797,98.79161834716797,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2024-08-13,XG29QM-R,98.7763900756836,98.7763900756836,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2025-10-03,X32NYV-R,98.77002716064453,98.77002716064453,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2025-11-26,H6ZV58-R,98.76271000000001,98.76271000000001,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2025-11-24,PXN7MH-R,98.75715,98.75715,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2025-09-15,J6L6Y9-R,98.7363510131836,98.7363510131836,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2024-09-16,VW1H7G-R,98.68536376953125,98.68536376953125,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2025-11-13,P52239-R,98.61769,98.61769,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2024-12-05,JBLXCY-R,98.58386993408203,98.58386993408203,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2025-06-16,X32NYV-R,98.58161163330078,98.58161163330078,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2025-05-29,K80C6V-R,98.57270812988281,98.57270812988281,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2024-09-13,XG29QM-R,98.55812072753906,98.55812072753906,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2025-03-17,H6ZV58-R,98.55136108398438,98.55136108398438,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2025-05-13,LG0DHY-R,98.54759216308594,98.54759216308594,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2025-02-20,H6ZV58-R,98.51786804199219,98.51786804199219,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2025-06-11,H6ZV58-R,98.50794219970703,98.50794219970703,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
2025-05-23,X32NYV-R,98.41822052001953,98.41822052001953,critical,"abs_threshold,positive_threshold",needs_review,verify_vendor_or_corporate_action_before_cleaning,,,,
