Date,next_date,model_return,benchmark_return,active_return,top_equal_return,bottom_equal_return,top_sectors,bottom_sectors,model_nav,benchmark_nav,active_nav
2010-01-31,2010-02-28,-0.000967717572870598,-0.0028685434997547995,0.0019008259268842014,0.006859589210375262,-0.007892174817136218,Basic Resources|Banks|Personal & Household Goods,Utilities|Media|Insurance,0.9990322824271294,0.9971314565002452,1.0019062942147625
2010-02-28,2010-03-31,0.08288182233947766,0.07787172602782064,0.005010096311657025,0.10152062999088661,0.07061226582700265,Basic Resources|Personal & Household Goods|Banks,Energy|Utilities|Media,1.0818338985706575,1.074779804094554,1.0065632927314319
2010-03-31,2010-04-30,-0.010169621493845425,-0.00927180308450736,-0.0008978184093380651,-0.01308138776954565,-0.00437474727509152,Basic Resources|Personal & Household Goods|Industrial Goods and Services,Energy|Utilities|Financial Services,1.0708320573029828,1.0648146573917838,1.0056511242303317
2010-04-30,2010-05-31,-0.04424011636723489,-0.04800403688167921,0.0037639205144443175,-0.03342194132043943,-0.05842550788724652,Basic Resources|Personal & Household Goods|Industrial Goods and Services,Utilities|Insurance|Energy,1.0234583224781333,1.013699255306196,1.009627181948545
2010-05-31,2010-06-30,0.0020159670321330857,-0.005796391526949931,0.007812358559083017,0.00483313829983939,-0.04746566506561308,Automobiles and Parts|Basic Resources|Personal & Household Goods,Utilities|Energy|Insurance,1.0255215807150115,1.0078234575318639,1.0175607374990954
2010-06-30,2010-07-31,0.047117650029235715,0.05091222705221158,-0.0037945770229758646,0.03248198579067661,0.05506838274420981,Automobiles and Parts|Industrial Goods and Services|Personal & Household Goods,Utilities|Energy|Construction and Materials,1.07384174765257,1.059133994230271,1.0138865842305322
2010-07-31,2010-08-31,-0.017607603060826267,-0.015492522376541303,-0.002115080684284964,-0.026803295709819264,-0.01563634786324102,Automobiles and Parts|Industrial Goods and Services|Personal & Household Goods,Utilities|Construction and Materials|Retail,1.0549339684097594,1.042725337124903,1.011708386523453
2010-08-31,2010-09-30,0.04743638255933812,0.03814644706160977,0.009289935497728344,0.10984145854237452,0.050883393043647925,Automobiles and Parts|Industrial Goods and Services|Personal & Household Goods,Construction and Materials|Utilities|Basic Resources,1.1049762197100854,1.0825016039973372,1.020761738947782
2010-09-30,2010-10-31,0.02274877379866963,0.02466653638498862,-0.0019177625863189898,0.028308136409735965,0.040765769858253226,Automobiles and Parts|Industrial Goods and Services|Personal & Household Goods,Construction and Materials|Basic Resources|Utilities,1.1301130737851792,1.1092031691991462,1.0188512845677589
2010-10-31,2010-11-30,-0.0049392146437714024,-0.01368147617719448,0.008742261533423078,0.047081685942310596,-0.009287002331290574,Automobiles and Parts|Industrial Goods and Services|Travel and Leisure,"Construction and Materials|Food, Beverage and Tobacco|Telecommunications",1.124531202742022,1.0940276324640794,1.027881901126427
2010-11-30,2010-12-31,0.051456560089736245,0.05395221310493949,-0.002495653015203249,0.039354336324230445,0.061980153301187335,Automobiles and Parts|Travel and Leisure|Industrial Goods and Services,"Construction and Materials|Food, Beverage and Tobacco|Utilities",1.1823957101487004,1.1530528444334738,1.0254479799923164
2010-12-31,2011-01-31,0.015987193303967386,0.01650437977763367,-0.0005171864736662826,0.009575943643745073,0.011630848054608373,Automobiles and Parts|Travel and Leisure|Industrial Goods and Services,"Banks|Construction and Materials|Food, Beverage and Tobacco",1.2012988989286295,1.1720832664816845,1.0249262431112454
2011-01-31,2011-02-28,0.024141619471380178,0.024108900783145145,3.271868823503249e-05,0.014921234903714789,0.0114398124995895,Automobiles and Parts|Basic Resources|Industrial Goods and Services,Banks|Utilities|Retail,1.2303001998179524,1.2003409056628762,1.0249589879122976
2011-02-28,2011-03-31,-0.02681916222629118,-0.03097682770952902,0.00415766548323784,-0.013851060087167777,-0.043121554925188745,Automobiles and Parts|Industrial Goods and Services|Chemicals,"Banks|Retail|Food, Beverage and Tobacco",1.1973045791719963,1.1631581522354573,1.0293566501433304
2011-03-31,2011-04-30,0.040891062884444426,0.03502507664093932,0.0058659862435051086,0.08076412367931395,0.04461683725558405,Automobiles and Parts|Chemicals|Industrial Goods and Services,"Retail|Food, Beverage and Tobacco|Banks",1.2462636360107515,1.2038978556630375,1.0351905106803112
2011-04-30,2011-05-31,-0.004867269000679854,0.0006198535525161948,-0.0054871225531960485,-0.019825829792579335,0.021737674376575155,Automobiles and Parts|Chemicals|Energy,"Banks|Food, Beverage and Tobacco|Retail",1.2401977356485219,1.2046440960257367,1.0295138122040202
2011-05-31,2011-06-30,-0.01794744226459133,-0.025279549121239087,0.007332106856647758,0.015654079906876037,-0.03322663247077571,Automobiles and Parts|Chemicals|Energy,"Banks|Food, Beverage and Tobacco|Telecommunications",1.2179393583912932,1.1741912364266436,1.0372580893192374
2011-06-30,2011-07-31,-0.027473662851624614,-0.026601087081606554,-0.0008725757700180602,-0.021897477045389104,-0.016080305245268687,Chemicals|Automobiles and Parts|Energy,"Food, Beverage and Tobacco|Banks|Telecommunications",1.1844781030851268,1.1429564730959991,1.0363282688068212
2011-07-31,2011-08-31,-0.10830173194472584,-0.10266211706681211,-0.005639614877913729,-0.1453361222776625,-0.10647229072130189,Automobiles and Parts|Chemicals|Real Estate,"Banks|Food, Beverage and Tobacco|Financial Services",1.056197073070404,1.025618141852747,1.0298151231631074
2011-08-31,2011-09-30,-0.05779481443347435,-0.051819258431678374,-0.005975556001795973,-0.09188066177225111,-0.06136365116912514,Automobiles and Parts|Real Estate|Personal & Household Goods,"Banks|Food, Beverage and Tobacco|Financial Services",0.9951543592271213,0.9724713703078618,1.0233250968736267
2011-09-30,2011-10-31,0.07811396474649622,0.07671193883555631,0.001402025910939908,0.05840590936564675,0.04601119445010735,Real Estate|Personal & Household Goods|Health Care,Banks|Financial Services|Utilities,1.0728898117611105,1.0470715345862482,1.0246576058292565
2011-10-31,2011-11-30,-0.011545788410399174,-0.013814538156929571,0.002268749746530397,-0.018970954677243006,-0.035566433011854984,Real Estate|Personal & Household Goods|Technology,Banks|Basic Resources|Financial Services,1.0605024530068436,1.0326067249186717,1.0270148619169308
2011-11-30,2011-12-31,0.011498226941009694,0.01346403202800667,-0.0019658050869969766,-0.007682577012619228,0.0054023185790816886,Real Estate|Technology|Personal & Household Goods,Banks|Basic Resources|Financial Services,1.0726963508830138,1.0465097749353116,1.0250227724335599
2011-12-31,2012-01-31,0.03307077182896315,0.04119097778266629,-0.008120205953703143,0.05785467042069355,0.14575560322396133,Chemicals|Real Estate|Technology,Basic Resources|Banks|Automobiles and Parts,1.1081712471448273,1.089616535824015,1.0170286616536894
2012-01-31,2012-02-29,0.04269352180674884,0.04176823971433548,0.0009252820924133612,0.045811133660274624,0.042204209126508525,"Real Estate|Food, Beverage and Tobacco|Chemicals",Basic Resources|Banks|Construction and Materials,1.155482980450417,1.1351279004890165,1.0179319704437109
2012-02-29,2012-03-31,0.005579141697528492,-0.0015259133969439697,0.007105055094472462,0.011573445531857249,-0.035793588431292496,Chemicals|Travel and Leisure|Automobiles and Parts,Basic Resources|Banks|Utilities,1.1619295837274326,1.1333957936184154,1.0251754861538014
2012-03-31,2012-04-30,-0.008362207305695542,-0.014104608871080355,0.005742401565384813,0.010194699140188277,-0.02808797796237716,Chemicals|Automobiles and Parts|Travel and Leisure,Basic Resources|Banks|Utilities,1.1522132876736833,1.1174096892532999,1.0311466767785418
2012-04-30,2012-05-31,-0.056980024754460956,-0.06305930903777707,0.006079284283316111,-0.06853320887765635,-0.10906177076643041,Chemicals|Automobiles and Parts|Travel and Leisure,Basic Resources|Banks|Utilities,1.086560146019618,1.0469466063368695,1.0378372110315646
2012-05-31,2012-06-30,0.04422982242578514,0.05107364277912336,-0.00684382035333822,0.013268716351920978,0.0600958847473674,Automobiles and Parts|Chemicals|Travel and Leisure,Basic Resources|Financial Services|Utilities,1.1346185083330007,1.1004179833177343,1.0310795766097467
2012-06-30,2012-07-31,0.04669115354801939,0.041889632800297165,0.004801520747722228,0.05874847860004135,0.009165437377748172,Chemicals|Travel and Leisure|Media,Basic Resources|Financial Services|Construction and Materials,1.1875951553240016,1.1465140885657576,1.0358312795001365
2012-07-31,2012-08-31,0.020806974319721793,0.021169957321851108,-0.00036298300212931484,0.015953968677673278,0.018678924571546563,"Retail|Food, Beverage and Tobacco|Chemicals",Basic Resources|Energy|Financial Services,1.2123054172230543,1.1707857428895958,1.0354630850141586
2012-08-31,2012-09-30,0.011374678778647812,0.011858007537188197,-0.0004833287585403849,0.01792845256330203,0.02789811687402231,"Food, Beverage and Tobacco|Chemicals|Travel and Leisure",Basic Resources|Energy|Financial Services,1.226095001925581,1.184668929053213,1.0349684809455377
2012-09-30,2012-10-31,0.005389030923943301,0.007415154478052534,-0.0020261235541092337,-0.0006312930044801955,0.013596040511367966,"Chemicals|Travel and Leisure|Food, Beverage and Tobacco",Basic Resources|Energy|Banks,1.23270246580665,1.1934534321674917,1.032886941862387
