score_column,months,relative_ann,active_ann,active_hit_rate,active_sharpe,active_mdd,model_ann,benchmark_ann
eu_momentum_revision_score,196,0.012676529592961172,0.012561276452115466,0.5867346938775511,0.7497914854194209,-0.027291063512236202,0.12426209933420873,0.11018875868101619
score_final,196,0.012676529592961172,0.012561276452115466,0.5867346938775511,0.7497914854194209,-0.027291063512236202,0.12426209933420873,0.11018875868101619
fs_sector_reco_score,181,0.00959142301905147,0.009269266141052057,0.5580110497237569,0.5762547701886254,-0.029303123841432188,0.11516722747670594,0.10457280247284961
score_final_fs_sector_reco_blend,181,0.0066069392843755015,0.006261613242029673,0.5414364640883977,0.36500655231183954,-0.032605228292277855,0.11187064791396018,0.10457280247284961
fs_sector_pillar_score,196,0.006438158375523084,0.0066443429521712005,0.5561224489795918,0.3750125033753798,-0.03381073069308749,0.11785833537335177,0.11070742506193354
fs_sector_factor_score,196,0.0023816911536749252,0.002434023905294014,0.5255102040816326,0.13529598923515326,-0.048220081787007985,0.11335278711052443,0.11070742506193354
score_final_fs_sector,196,7.735906591133102e-05,-8.221801045937838e-05,0.5255102040816326,-0.005029414705677285,-0.049808410846050366,0.11027464184637292,0.11018875868101619
score_final_screen_only,196,-0.00178320099562701,-0.002052665667155673,0.49489795918367346,-0.14325826836046357,-0.0729848116583417,0.1082090689812023,0.11018875868101619
