score_column,months,relative_ann,active_ann,active_hit_rate,active_sharpe,active_mdd,model_ann,benchmark_ann
score_final_fs_sector,196,0.010034392498354805,0.010092558477065916,0.5714285714285714,0.6248388478784672,-0.022136585255127295,0.17122896692029,0.15959315407390706
score_final,196,0.010034392498354805,0.010092558477065916,0.5714285714285714,0.6248388478784672,-0.022136585255127295,0.17122896692029,0.15959315407390706
fs_sector_reco_score,181,0.009005300647844328,0.008739440324262215,0.585635359116022,0.634773394300866,-0.02643220043494876,0.16576190870433205,0.15535756646257481
score_final_fs_sector_reco_blend,181,0.007961432585817718,0.007757660782903075,0.6077348066298343,0.5402604657511233,-0.02403214746284188,0.16455586784048104,0.15535756646257481
fs_sector_factor_score,196,0.007148456146206961,0.006798086869049813,0.5459183673469388,0.3883802695561802,-0.03520770637695736,0.17109972205014223,0.16278758598437904
score_final_screen_only,196,0.006344038733492763,0.006411141542109755,0.5663265306122449,0.44199275559859547,-0.03692246834793733,0.16694965795844507,0.15959315407390706
fs_sector_pillar_score,196,0.006238139711250756,0.0060604833765711685,0.5357142857142857,0.3512178836430157,-0.0363519209216715,0.17004121740025746,0.16278758598437904
