market,version,result_type,source_file,metric,label,candidate_type,buckets,components,component_count,coverage,ratio_cagr,top_worst_ratio_return,ratio_max_drawdown,tracking_error,avg_turnover,robust_score,max_component_robust,max_component_ratio_cagr,max_component_top_worst,synergy_score,classification,left_out,left_out_bucket,full_model_metric,full_robust_score,without_robust_score,loo_contribution,full_ratio_cagr,without_ratio_cagr,ratio_contribution,benchmark,side,status,message,start_date,run_dir,family,role,direction,non_null_rows,first_date,last_date,avg_names_per_month,note,days,avg_holdings,valid,cagr,vol,sharpe,max_drawdown,ratio_return,information_ratio,rolling_3y_min_ratio_cagr,annual_active_hit_rate,perf_ptf,perf_bench,top_worst_ratio_max_drawdown,worst_ratio_return,theme,inputs,min_count,pass_gate,fail_reasons
sp500,old,performance_summary,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\sp500_relative_synergy_20260710\performance_summary.csv,sp500_syn_pair_4252447b5273,NetDebt to EBITDA exFIN directional_delta lag1 + Daily Vol 60J directional_delta lag1,,deleveraging|risk_decline,sp500_reldelta_quality_netdebt_to_ebitda_exfin_lag1_score|sp500_reldelta_lowvol_daily_vol_60j_lag1_score,2.0,,0.0358093011656599,1.6262888229155663,-0.1815881654014145,0.0545476254968464,0.7659447281622218,1.176780826075467,,,,,,,,,,,,,,,SP500,Top,success,Run termine avec succes,2009-06-30,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\sp500sy60710_103105_s36\official_runs\2026-07-10_103626_research_SP500_sp500_syn_pair_4252447b5273_Top_2009-06-30,pair,pair,,,,,,deleveraging + risk_decline,4362.0,99.0341463414634,True,0.2105564635280834,0.1869568230929219,1.1262304314158778,-0.341067570291156,0.8186379608011443,0.6683671583030892,-0.037277589883785,0.7647058823529411,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\sp500sy60710_103105_s36\official_runs\2026-07-10_103626_research_SP500_sp500_syn_pair_4252447b5273_Top_2009-06-30\perf_ptf.parquet,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\sp500sy60710_103105_s36\official_runs\2026-07-10_103626_research_SP500_sp500_syn_pair_4252447b5273_Top_2009-06-30\perf_bench.parquet,-0.2398850913356311,-0.3075255299673443,,,,,
sp500,old,performance_summary,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\sp500_relative_synergy_20260710\performance_summary.csv,sp500_syn_pair_4252447b5273,NetDebt to EBITDA exFIN directional_delta lag1 + Daily Vol 60J directional_delta lag1,,deleveraging|risk_decline,sp500_reldelta_quality_netdebt_to_ebitda_exfin_lag1_score|sp500_reldelta_lowvol_daily_vol_60j_lag1_score,2.0,,-0.0213855858203775,1.6262888229155663,-0.4131511348621958,0.0577687319760849,0.7673789330901643,1.176780826075467,,,,,,,,,,,,,,,SP500,Worst,success,Run termine avec succes,2009-06-30,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\sp500sy60710_103105_s36\official_runs\2026-07-10_103708_research_SP500_sp500_syn_pair_4252447b5273_Worst_2009-06-30,pair,pair,,,,,,deleveraging + risk_decline,4362.0,99.0341463414634,True,0.1437124604439361,0.1945719011041771,0.7386085021957514,-0.3821154564183066,-0.3075255299673443,-0.3100525180221259,-0.0804137401949827,0.2352941176470588,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\sp500sy60710_103105_s36\official_runs\2026-07-10_103708_research_SP500_sp500_syn_pair_4252447b5273_Worst_2009-06-30\perf_ptf.parquet,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\sp500sy60710_103105_s36\official_runs\2026-07-10_103708_research_SP500_sp500_syn_pair_4252447b5273_Worst_2009-06-30\perf_bench.parquet,-0.2398850913356311,-0.3075255299673443,,,,,
sp500,old,performance_summary,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\sp500_relative_synergy_20260710\performance_summary.csv,sp500_syn_pair_43b53e8965db,quality: FCF Conversion + PE NTM directional_delta lag1,,quality_level|value_improvement,sp500_quality_fcf_conversion_score|sp500_reldelta_value_pe_ntm_lag1_score,2.0,,0.0146086189233587,0.8517247671226202,-0.2531203913983102,0.0531473526335428,0.6095333548805644,0.0624923847433457,,,,,,,,,,,,,,,SP500,Top,success,Run termine avec succes,2009-06-30,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\sp500sy60710_092841_s82\official_runs\2026-07-10_094419_research_SP500_sp500_syn_pair_43b53e8965db_Top_2009-06-30,pair,pair,,,,,,quality_level + value_improvement,4362.0,99.0341463414634,True,0.1857791006575815,0.1904249023273025,0.9756029720223474,-0.3430047846516069,0.279590456001334,0.315563119302173,-0.0835723193891351,0.7647058823529411,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\sp500sy60710_092841_s82\official_runs\2026-07-10_094419_research_SP500_sp500_syn_pair_43b53e8965db_Top_2009-06-30\perf_ptf.parquet,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\sp500sy60710_092841_s82\official_runs\2026-07-10_094419_research_SP500_sp500_syn_pair_43b53e8965db_Top_2009-06-30\perf_bench.parquet,-0.3760288650061654,-0.3089737315607226,,,,,
sp500,old,performance_summary,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\sp500_relative_synergy_20260710\performance_summary.csv,sp500_syn_pair_43b53e8965db,quality: FCF Conversion + PE NTM directional_delta lag1,,quality_level|value_improvement,sp500_quality_fcf_conversion_score|sp500_reldelta_value_pe_ntm_lag1_score,2.0,,-0.021506098629742,0.8517247671226202,-0.460367139909145,0.0507312985829616,0.6175984041118395,0.0624923847433457,,,,,,,,,,,,,,,SP500,Worst,success,Run termine avec succes,2009-06-30,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\sp500sy60710_092841_s82\official_runs\2026-07-10_094502_research_SP500_sp500_syn_pair_43b53e8965db_Worst_2009-06-30,pair,pair,,,,,,quality_level + value_improvement,4362.0,99.0341463414634,True,0.1435716164100489,0.1871854621354937,0.7670019603665852,-0.3863673823844264,-0.3089737315607226,-0.3829232864972646,-0.084955677171755,0.3529411764705882,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\sp500sy60710_092841_s82\official_runs\2026-07-10_094502_research_SP500_sp500_syn_pair_43b53e8965db_Worst_2009-06-30\perf_ptf.parquet,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\sp500sy60710_092841_s82\official_runs\2026-07-10_094502_research_SP500_sp500_syn_pair_43b53e8965db_Worst_2009-06-30\perf_bench.parquet,-0.3760288650061654,-0.3089737315607226,,,,,
sp500,old,performance_summary,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\sp500_relative_synergy_20260710\performance_summary.csv,sp500_syn_pair_442f55659e17,momentum: EPS Revision Ratio + growth: EPS Growth FY1,,revision|growth,sp500_momentum_eps_revision_ratio_score|sp500_growth_eps_growth_fy1_score,2.0,,0.0225219045845732,0.5520912229895554,-0.1372854632496581,0.0551819348615927,0.2924192459896788,0.3766359089440857,,,,,,,,,,,,,,,SP500,Top,success,Run termine avec succes,2009-03-31,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\sp500sy60710_090849_s19\official_runs\2026-07-10_091945_research_SP500_sp500_syn_pair_442f55659e17_Top_2009-03-31,pair,pair,,,,,,revision + growth,4424.0,99.03365384615384,True,0.1947064112201624,0.1987813852820372,0.9795002230410405,-0.354429987932144,0.4683777790624464,0.4680648561303272,-0.0380346202522292,0.6470588235294118,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\sp500sy60710_090849_s19\official_runs\2026-07-10_091945_research_SP500_sp500_syn_pair_442f55659e17_Top_2009-03-31\perf_ptf.parquet,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\sp500sy60710_090849_s19\official_runs\2026-07-10_091945_research_SP500_sp500_syn_pair_442f55659e17_Top_2009-03-31\perf_bench.parquet,-0.2116525528706091,-0.0539359044669196,,,,,
sp500,old,performance_summary,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\sp500_relative_synergy_20260710\performance_summary.csv,sp500_syn_pair_442f55659e17,momentum: EPS Revision Ratio + growth: EPS Growth FY1,,revision|growth,sp500_momentum_eps_revision_ratio_score|sp500_growth_eps_growth_fy1_score,2.0,,-0.0032093265103959,0.5520912229895554,-0.3120958105953948,0.075547363179978,0.3100064832035049,0.3766359089440857,,,,,,,,,,,,,,,SP500,Worst,success,Run termine avec succes,2009-03-31,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\sp500sy60710_090849_s19\official_runs\2026-07-10_092052_research_SP500_sp500_syn_pair_442f55659e17_Worst_2009-03-31,pair,pair,,,,,,revision + growth,4424.0,99.03365384615384,True,0.1646422467069954,0.1978064088494222,0.8323403051734658,-0.372778198673055,-0.0539359044669196,0.007218958881659,-0.0798130200924603,0.6470588235294118,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\sp500sy60710_090849_s19\official_runs\2026-07-10_092052_research_SP500_sp500_syn_pair_442f55659e17_Worst_2009-03-31\perf_ptf.parquet,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\sp500sy60710_090849_s19\official_runs\2026-07-10_092052_research_SP500_sp500_syn_pair_442f55659e17_Worst_2009-03-31\perf_bench.parquet,-0.2116525528706091,-0.0539359044669196,,,,,
sp500,old,performance_summary,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\sp500_relative_synergy_20260710\performance_summary.csv,sp500_syn_pair_44e158effc8b,Earns Yield FY1 directional_delta lag1 + quality: NetDebt to EBITDA exFIN,,earnings_yield_improvement|deleveraging,sp500_reldelta_value_earns_yield_fy1_lag1_score|sp500_quality_netdebt_to_ebitda_exfin_score,2.0,,0.0305341482063168,1.381784080813496,-0.0977868903857597,0.0497168342336909,0.5506111157929372,1.0856754468892822,,,,,,,,,,,,,,,SP500,Top,success,Run termine avec succes,2009-06-30,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\sp500sy60710_103105_s32\official_runs\2026-07-10_103626_research_SP500_sp500_syn_pair_44e158effc8b_Top_2009-06-30,pair,pair,,,,,,earnings_yield_improvement + deleveraging,4362.0,99.0341463414634,True,0.204391361029153,0.1889293390894017,1.0818402372774647,-0.3390199080653725,0.6674454831912071,0.6397232041703078,-0.0273714617034626,0.7058823529411765,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\sp500sy60710_103105_s32\official_runs\2026-07-10_103626_research_SP500_sp500_syn_pair_44e158effc8b_Top_2009-06-30\perf_ptf.parquet,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\sp500sy60710_103105_s32\official_runs\2026-07-10_103626_research_SP500_sp500_syn_pair_44e158effc8b_Top_2009-06-30\perf_bench.parquet,-0.1374141469388902,-0.2999174456562441,,,,,
sp500,old,performance_summary,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\sp500_relative_synergy_20260710\performance_summary.csv,sp500_syn_pair_44e158effc8b,Earns Yield FY1 directional_delta lag1 + quality: NetDebt to EBITDA exFIN,,earnings_yield_improvement|deleveraging,sp500_reldelta_value_earns_yield_fy1_lag1_score|sp500_quality_netdebt_to_ebitda_exfin_score,2.0,,-0.0207563457014285,1.381784080813496,-0.4424136939157193,0.0626022492788156,0.5467198392345444,1.0856754468892822,,,,,,,,,,,,,,,SP500,Worst,success,Run termine avec succes,2009-06-30,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\sp500sy60710_103105_s32\official_runs\2026-07-10_103707_research_SP500_sp500_syn_pair_44e158effc8b_Worst_2009-06-30,pair,pair,,,,,,earnings_yield_improvement + deleveraging,4362.0,99.0341463414634,True,0.1444478570968215,0.1923737675348907,0.7508708642961056,-0.3710058176846926,-0.2999174456562441,-0.2827598121435544,-0.0976997952884171,0.4117647058823529,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\sp500sy60710_103105_s32\official_runs\2026-07-10_103707_research_SP500_sp500_syn_pair_44e158effc8b_Worst_2009-06-30\perf_ptf.parquet,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\sp500sy60710_103105_s32\official_runs\2026-07-10_103707_research_SP500_sp500_syn_pair_44e158effc8b_Worst_2009-06-30\perf_bench.parquet,-0.1374141469388902,-0.2999174456562441,,,,,
sp500,old,performance_summary,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\sp500_relative_synergy_20260710\performance_summary.csv,sp500_syn_pair_4517dc222c92,growth: Gross Income Growth FY1 + value: EV To EBITDA NTM,,growth|value_level,sp500_growth_gross_income_growth_fy1_score|sp500_value_ev_to_ebitda_ntm_score,2.0,,0.0266072736454445,0.3617038372544365,-0.2298572000065767,0.0592666860084419,0.2100194718383195,0.1595656093998863,,,,,,,,,,,,,,,SP500,Top,success,Run termine avec succes,2009-03-31,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\sp500sy60710_103105_s07\official_runs\2026-07-10_103111_research_SP500_sp500_syn_pair_4517dc222c92_Top_2009-03-31,pair,pair,,,,,,growth + value_level,4424.0,99.03365384615384,True,0.1994797237402559,0.1960146031932598,1.017677869355375,-0.3717273741674136,0.5729222271935903,0.4927955881523044,-0.0752274503993268,0.6470588235294118,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\sp500sy60710_103105_s07\official_runs\2026-07-10_103111_research_SP500_sp500_syn_pair_4517dc222c92_Top_2009-03-31\perf_ptf.parquet,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\sp500sy60710_103105_s07\official_runs\2026-07-10_103111_research_SP500_sp500_syn_pair_4517dc222c92_Top_2009-03-31\perf_bench.parquet,-0.2898354533684318,0.1551133103693289,,,,,
sp500,old,performance_summary,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\sp500_relative_synergy_20260710\performance_summary.csv,sp500_syn_pair_4517dc222c92,growth: Gross Income Growth FY1 + value: EV To EBITDA NTM,,growth|value_level,sp500_growth_gross_income_growth_fy1_score|sp500_value_ev_to_ebitda_ntm_score,2.0,,0.0083951194445592,0.3617038372544365,-0.2127142834995414,0.0537937900841392,0.2260425118152887,0.1595656093998863,,,,,,,,,,,,,,,SP500,Worst,success,Run termine avec succes,2009-03-31,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\sp500sy60710_103105_s07\official_runs\2026-07-10_103150_research_SP500_sp500_syn_pair_4517dc222c92_Worst_2009-03-31,pair,pair,,,,,,growth + value_level,4424.0,99.03365384615384,True,0.178200788503394,0.1848487658581394,0.9640355870168624,-0.3394386216683668,0.1551133103693289,0.1754599824439814,-0.0694653488120445,0.5294117647058824,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\sp500sy60710_103105_s07\official_runs\2026-07-10_103150_research_SP500_sp500_syn_pair_4517dc222c92_Worst_2009-03-31\perf_ptf.parquet,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\sp500sy60710_103105_s07\official_runs\2026-07-10_103150_research_SP500_sp500_syn_pair_4517dc222c92_Worst_2009-03-31\perf_bench.parquet,-0.2898354533684318,0.1551133103693289,,,,,
sp500,old,performance_summary,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\sp500_relative_synergy_20260710\performance_summary.csv,sp500_syn_pair_4550febb390f,ROE avg FY0 directional_delta lag1 + quality: NetDebt to EBITDA exFIN,,quality_improvement|deleveraging,sp500_reldelta_quality_roe_avg_fy0_lag1_score|sp500_quality_netdebt_to_ebitda_exfin_score,2.0,,0.043295315190313,3.025375227116053,-0.1014568866972581,0.0505505375718091,0.4363119656502422,2.314691557650941,,,,,,,,,,,,,,,SP500,Top,success,Run termine avec succes,2009-06-30,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\sp500sy60710_103105_s24\official_runs\2026-07-10_103512_research_SP500_sp500_syn_pair_4550febb390f_Top_2009-06-30,pair,pair,,,,,,quality_improvement + deleveraging,4362.0,99.0341463414634,True,0.2193054124450391,0.1897774496493908,1.155592578834843,-0.3181018236340263,1.0554682550592394,0.8716145232287391,0.0101335491881919,0.8823529411764706,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\sp500sy60710_103105_s24\official_runs\2026-07-10_103512_research_SP500_sp500_syn_pair_4550febb390f_Top_2009-06-30\perf_ptf.parquet,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\sp500sy60710_103105_s24\official_runs\2026-07-10_103512_research_SP500_sp500_syn_pair_4550febb390f_Top_2009-06-30\perf_bench.parquet,-0.1313511408846659,-0.489372259954046,,,,,
sp500,old,performance_summary,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\sp500_relative_synergy_20260710\performance_summary.csv,sp500_syn_pair_4550febb390f,ROE avg FY0 directional_delta lag1 + quality: NetDebt to EBITDA exFIN,,quality_improvement|deleveraging,sp500_reldelta_quality_roe_avg_fy0_lag1_score|sp500_quality_netdebt_to_ebitda_exfin_score,2.0,,-0.0387663196623404,3.025375227116053,-0.545221120295327,0.0623405965001178,0.4322188862244682,2.314691557650941,,,,,,,,,,,,,,,SP500,Worst,success,Run termine avec succes,2009-06-30,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\sp500sy60710_103105_s24\official_runs\2026-07-10_103554_research_SP500_sp500_syn_pair_4550febb390f_Worst_2009-06-30,pair,pair,,,,,,quality_improvement + deleveraging,4362.0,99.0341463414634,True,0.1233994938876679,0.1917647394193649,0.6434941807409599,-0.3956642238680119,-0.489372259954046,-0.5782511311630967,-0.0937771025903663,0.1764705882352941,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\sp500sy60710_103105_s24\official_runs\2026-07-10_103554_research_SP500_sp500_syn_pair_4550febb390f_Worst_2009-06-30\perf_ptf.parquet,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\sp500sy60710_103105_s24\official_runs\2026-07-10_103554_research_SP500_sp500_syn_pair_4550febb390f_Worst_2009-06-30\perf_bench.parquet,-0.1313511408846659,-0.489372259954046,,,,,
sp500,old,performance_summary,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\sp500_relative_synergy_20260710\performance_summary.csv,sp500_syn_pair_46fe05792615,value: EV To EBITDA NTM + quality: FCF Conversion,,value_level|quality_level,sp500_value_ev_to_ebitda_ntm_score|sp500_quality_fcf_conversion_score,2.0,,0.0165578246081945,0.5570046938341677,-0.1932085567965128,0.0603130122368529,0.1901094522118487,0.1037000429836734,,,,,,,,,,,,,,,SP500,Top,success,Run termine avec succes,2009-03-31,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\sp500sy60710_103105_s11\official_runs\2026-07-10_103227_research_SP500_sp500_syn_pair_46fe05792615_Top_2009-03-31,pair,pair,,,,,,value_level + quality_level,4424.0,99.03365384615384,True,0.1877380278996072,0.1825312282392104,1.028525527991151,-0.3287940683797242,0.3274480271881106,0.2809988780590315,-0.0555202052916424,0.5294117647058824,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\sp500sy60710_103105_s11\official_runs\2026-07-10_103227_research_SP500_sp500_syn_pair_46fe05792615_Top_2009-03-31\perf_ptf.parquet,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\sp500sy60710_103105_s11\official_runs\2026-07-10_103227_research_SP500_sp500_syn_pair_46fe05792615_Top_2009-03-31\perf_bench.parquet,-0.2488748376768392,-0.1474347942270921,,,,,
sp500,old,performance_summary,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\sp500_relative_synergy_20260710\performance_summary.csv,sp500_syn_pair_46fe05792615,value: EV To EBITDA NTM + quality: FCF Conversion,,value_level|quality_level,sp500_value_ev_to_ebitda_ntm_score|sp500_quality_fcf_conversion_score,2.0,,-0.0092048993089289,0.5570046938341677,-0.2318611967521094,0.0481146492474675,0.1896179445598189,0.1037000429836734,,,,,,,,,,,,,,,SP500,Worst,success,Run termine avec succes,2009-03-31,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\sp500sy60710_103105_s11\official_runs\2026-07-10_103312_research_SP500_sp500_syn_pair_46fe05792615_Worst_2009-03-31,pair,pair,,,,,,value_level + quality_level,4424.0,99.03365384615384,True,0.1576370674250369,0.1908676105651632,0.82589742155974,-0.3455558191893353,-0.1474347942270921,-0.1397344584096617,-0.0389909263482478,0.2941176470588235,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\sp500sy60710_103105_s11\official_runs\2026-07-10_103312_research_SP500_sp500_syn_pair_46fe05792615_Worst_2009-03-31\perf_ptf.parquet,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\sp500sy60710_103105_s11\official_runs\2026-07-10_103312_research_SP500_sp500_syn_pair_46fe05792615_Worst_2009-03-31\perf_bench.parquet,-0.2488748376768392,-0.1474347942270921,,,,,
sp500,old,performance_summary,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\sp500_relative_synergy_20260710\performance_summary.csv,sp500_syn_pair_474ecebbc3f3,Gross Margin directional_delta lag1 + quality: NetDebt to EBITDA exFIN,,quality_improvement|deleveraging,sp500_reldelta_quality_gross_margin_lag1_score|sp500_quality_netdebt_to_ebitda_exfin_score,2.0,,0.0428132170243586,2.362692951198966,-0.1146806521525575,0.0495441611342749,0.4002784438130359,1.9418226093688136,,,,,,,,,,,,,,,SP500,Top,success,Run termine avec succes,2009-06-30,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\sp500sy60710_092841_s108\official_runs\2026-07-10_094824_research_SP500_sp500_syn_pair_474ecebbc3f3_Top_2009-06-30,pair,pair,,,,,,quality_improvement + deleveraging,4362.0,99.0341463414634,True,0.2187419814638784,0.1886530055538661,1.1594937532093597,-0.3098326189951911,1.0393815992087203,0.8757650353189508,0.0003141324261928,0.8235294117647058,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\sp500sy60710_092841_s108\official_runs\2026-07-10_094824_research_SP500_sp500_syn_pair_474ecebbc3f3_Top_2009-06-30\perf_ptf.parquet,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\sp500sy60710_092841_s108\official_runs\2026-07-10_094824_research_SP500_sp500_syn_pair_474ecebbc3f3_Top_2009-06-30\perf_bench.parquet,-0.1491064307769867,-0.3935272625823358,,,,,
sp500,old,performance_summary,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\sp500_relative_synergy_20260710\performance_summary.csv,sp500_syn_pair_474ecebbc3f3,Gross Margin directional_delta lag1 + quality: NetDebt to EBITDA exFIN,,quality_improvement|deleveraging,sp500_reldelta_quality_gross_margin_lag1_score|sp500_quality_netdebt_to_ebitda_exfin_score,2.0,,-0.0289900532791036,2.362692951198966,-0.4966259003306023,0.0576426766609043,0.3973329194994526,1.9418226093688136,,,,,,,,,,,,,,,SP500,Worst,success,Run termine avec succes,2009-06-30,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\sp500sy60710_092841_s108\official_runs\2026-07-10_094905_research_SP500_sp500_syn_pair_474ecebbc3f3_Worst_2009-06-30,pair,pair,,,,,,quality_improvement + deleveraging,4362.0,99.0341463414634,True,0.1348250742971906,0.1877755969820827,0.7180116930213004,-0.3880141397909528,-0.3935272625823358,-0.4660654588536585,-0.0823345310183002,0.1764705882352941,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\sp500sy60710_092841_s108\official_runs\2026-07-10_094905_research_SP500_sp500_syn_pair_474ecebbc3f3_Worst_2009-06-30\perf_ptf.parquet,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\sp500sy60710_092841_s108\official_runs\2026-07-10_094905_research_SP500_sp500_syn_pair_474ecebbc3f3_Worst_2009-06-30\perf_bench.parquet,-0.1491064307769867,-0.3935272625823358,,,,,
sp500,old,performance_summary,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\sp500_relative_synergy_20260710\performance_summary.csv,sp500_syn_pair_476758fb3def,momentum: EPS NTM 3M Growth + Gross Margin directional_delta lag1,,revision|quality_improvement,sp500_momentum_eps_ntm_3m_growth_score|sp500_reldelta_quality_gross_margin_lag1_score,2.0,,0.0331472655208344,1.0962907141719405,-0.1254289054672512,0.0523009619274878,0.4796819259591574,0.961219007363265,,,,,,,,,,,,,,,SP500,Top,success,Run termine avec succes,2009-06-30,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\sp500sy60710_090849_s07\official_runs\2026-07-10_091129_research_SP500_sp500_syn_pair_476758fb3def_Top_2009-06-30,pair,pair,,,,,,revision + quality_improvement,4362.0,99.0341463414634,True,0.2074453267074745,0.198212190002039,1.046582083096607,-0.3553888597760194,0.7407973868891393,0.6905936047693214,-0.024564963749854,0.7647058823529411,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\sp500sy60710_090849_s07\official_runs\2026-07-10_091129_research_SP500_sp500_syn_pair_476758fb3def_Top_2009-06-30\perf_ptf.parquet,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\sp500sy60710_090849_s07\official_runs\2026-07-10_091129_research_SP500_sp500_syn_pair_476758fb3def_Top_2009-06-30\perf_bench.parquet,-0.1573341279876228,-0.1695820741271686,,,,,
sp500,old,performance_summary,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\sp500_relative_synergy_20260710\performance_summary.csv,sp500_syn_pair_476758fb3def,momentum: EPS NTM 3M Growth + Gross Margin directional_delta lag1,,revision|quality_improvement,sp500_momentum_eps_ntm_3m_growth_score|sp500_reldelta_quality_gross_margin_lag1_score,2.0,,-0.010871861326987,1.0962907141719405,-0.3198964973503629,0.0638739409829403,0.4784158488521797,0.961219007363265,,,,,,,,,,,,,,,SP500,Worst,success,Run termine avec succes,2009-06-30,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\sp500sy60710_090849_s07\official_runs\2026-07-10_091235_research_SP500_sp500_syn_pair_476758fb3def_Worst_2009-06-30,pair,pair,,,,,,revision + quality_improvement,4362.0,99.0341463414634,True,0.1559999125134477,0.1906272843751461,0.8183503900021295,-0.3498013547065096,-0.1695820741271686,-0.1281779856805854,-0.0543516052761562,0.4117647058823529,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\sp500sy60710_090849_s07\official_runs\2026-07-10_091235_research_SP500_sp500_syn_pair_476758fb3def_Worst_2009-06-30\perf_ptf.parquet,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\sp500sy60710_090849_s07\official_runs\2026-07-10_091235_research_SP500_sp500_syn_pair_476758fb3def_Worst_2009-06-30\perf_bench.parquet,-0.1573341279876228,-0.1695820741271686,,,,,
